user_id_index,recommendations
1127,"[Row(recipe_id_index=9168, rating=7.007330894470215), Row(recipe_id_index=6332, rating=6.182858467102051), Row(recipe_id_index=5930, rating=6.165543556213379), Row(recipe_id_index=3752, rating=5.801504135131836), Row(recipe_id_index=2956, rating=5.735480785369873), Row(recipe_id_index=10122, rating=5.726800918579102), Row(recipe_id_index=3042, rating=5.719389915466309), Row(recipe_id_index=3134, rating=5.662240028381348), Row(recipe_id_index=4956, rating=5.581028938293457), Row(recipe_id_index=4955, rating=5.5702643394470215)]"
1507,"[Row(recipe_id_index=9168, rating=6.903735160827637), Row(recipe_id_index=10122, rating=5.676570892333984), Row(recipe_id_index=2248, rating=5.614973068237305), Row(recipe_id_index=2063, rating=5.614973068237305), Row(recipe_id_index=3124, rating=5.6084136962890625), Row(recipe_id_index=5164, rating=5.579917907714844), Row(recipe_id_index=5930, rating=5.560908317565918), Row(recipe_id_index=7575, rating=5.5309343338012695), Row(recipe_id_index=4814, rating=5.521894931793213), Row(recipe_id_index=5102, rating=5.458174705505371)]"
858,"[Row(recipe_id_index=9168, rating=7.670399188995361), Row(recipe_id_index=5930, rating=6.865645408630371), Row(recipe_id_index=3752, rating=6.4653778076171875), Row(recipe_id_index=4814, rating=5.894384384155273), Row(recipe_id_index=2248, rating=5.822102069854736), Row(recipe_id_index=2063, rating=5.822102069854736), Row(recipe_id_index=5164, rating=5.803685665130615), Row(recipe_id_index=10122, rating=5.726103782653809), Row(recipe_id_index=6880, rating=5.702887535095215), Row(recipe_id_index=6052, rating=5.702887535095215)]"
1270,"[Row(recipe_id_index=5930, rating=4.926462650299072), Row(recipe_id_index=6492, rating=4.894697189331055), Row(recipe_id_index=7955, rating=4.894697189331055), Row(recipe_id_index=10367, rating=4.894697189331055), Row(recipe_id_index=7575, rating=4.840666770935059), Row(recipe_id_index=3042, rating=4.719516277313232), Row(recipe_id_index=3752, rating=4.608545303344727), Row(recipe_id_index=1588, rating=4.542828559875488), Row(recipe_id_index=2695, rating=4.4687066078186035), Row(recipe_id_index=2198, rating=4.46165657043457)]"
31,"[Row(recipe_id_index=2248, rating=6.04512357711792), Row(recipe_id_index=2063, rating=6.04512357711792), Row(recipe_id_index=9168, rating=5.994535446166992), Row(recipe_id_index=5930, rating=5.693939208984375), Row(recipe_id_index=5168, rating=5.427320957183838), Row(recipe_id_index=5102, rating=5.41325569152832), Row(recipe_id_index=3752, rating=5.340695381164551), Row(recipe_id_index=4805, rating=5.313166618347168), Row(recipe_id_index=6332, rating=5.252111911773682), Row(recipe_id_index=4950, rating=5.188720226287842)]"
1322,"[Row(recipe_id_index=10122, rating=5.789690971374512), Row(recipe_id_index=6332, rating=5.67291259765625), Row(recipe_id_index=1733, rating=5.610290050506592), Row(recipe_id_index=2424, rating=5.562896728515625), Row(recipe_id_index=9168, rating=5.5364603996276855), Row(recipe_id_index=2004, rating=5.523536682128906), Row(recipe_id_index=2679, rating=5.464580535888672), Row(recipe_id_index=7575, rating=5.458876609802246), Row(recipe_id_index=1895, rating=5.455133438110352), Row(recipe_id_index=1348, rating=5.435079574584961)]"
1352,"[Row(recipe_id_index=9168, rating=5.959689140319824), Row(recipe_id_index=10122, rating=5.713596343994141), Row(recipe_id_index=7575, rating=5.512105941772461), Row(recipe_id_index=5164, rating=5.4059038162231445), Row(recipe_id_index=5930, rating=5.339413642883301), Row(recipe_id_index=5102, rating=5.19416618347168), Row(recipe_id_index=1348, rating=5.15554666519165), Row(recipe_id_index=2248, rating=5.123121738433838), Row(recipe_id_index=2063, rating=5.123121738433838), Row(recipe_id_index=4814, rating=5.111578464508057)]"
1143,"[Row(recipe_id_index=9168, rating=6.465660095214844), Row(recipe_id_index=5930, rating=5.674038887023926), Row(recipe_id_index=5164, rating=5.597968101501465), Row(recipe_id_index=3374, rating=5.415849685668945), Row(recipe_id_index=3752, rating=5.3000054359436035), Row(recipe_id_index=2248, rating=5.288227558135986), Row(recipe_id_index=2063, rating=5.288227558135986), Row(recipe_id_index=7575, rating=5.27250862121582), Row(recipe_id_index=4805, rating=5.222088813781738), Row(recipe_id_index=4814, rating=5.213172912597656)]"
1303,"[Row(recipe_id_index=6332, rating=7.943053722381592), Row(recipe_id_index=10122, rating=6.6429595947265625), Row(recipe_id_index=2063, rating=5.906772613525391), Row(recipe_id_index=2248, rating=5.906772613525391), Row(recipe_id_index=3121, rating=5.760807991027832), Row(recipe_id_index=8015, rating=5.4197211265563965), Row(recipe_id_index=4094, rating=5.299271583557129), Row(recipe_id_index=2662, rating=5.225532054901123), Row(recipe_id_index=3074, rating=5.21151065826416), Row(recipe_id_index=2395, rating=5.186254024505615)]"
516,"[Row(recipe_id_index=5930, rating=6.93039083480835), Row(recipe_id_index=9168, rating=6.675680637359619), Row(recipe_id_index=2063, rating=6.585880756378174), Row(recipe_id_index=2248, rating=6.585880756378174), Row(recipe_id_index=3752, rating=6.494451522827148), Row(recipe_id_index=6479, rating=6.345032215118408), Row(recipe_id_index=6332, rating=6.329595565795898), Row(recipe_id_index=1352, rating=6.106448173522949), Row(recipe_id_index=5164, rating=6.0922722816467285), Row(recipe_id_index=3074, rating=6.079563617706299)]"
1139,"[Row(recipe_id_index=5930, rating=5.546846389770508), Row(recipe_id_index=9168, rating=5.511701583862305), Row(recipe_id_index=2063, rating=5.350761413574219), Row(recipe_id_index=2248, rating=5.350761413574219), Row(recipe_id_index=1352, rating=5.311478137969971), Row(recipe_id_index=3752, rating=5.2039666175842285), Row(recipe_id_index=2216, rating=5.11978006362915), Row(recipe_id_index=5164, rating=5.114272117614746), Row(recipe_id_index=6479, rating=5.06856632232666), Row(recipe_id_index=1595, rating=5.057370185852051)]"
1339,"[Row(recipe_id_index=9168, rating=6.3613739013671875), Row(recipe_id_index=5930, rating=5.889395236968994), Row(recipe_id_index=3752, rating=5.536150932312012), Row(recipe_id_index=5164, rating=5.465561866760254), Row(recipe_id_index=3534, rating=5.227625370025635), Row(recipe_id_index=4814, rating=5.22376823425293), Row(recipe_id_index=5102, rating=5.154855251312256), Row(recipe_id_index=2278, rating=5.138195037841797), Row(recipe_id_index=1348, rating=5.126053333282471), Row(recipe_id_index=3042, rating=5.125589370727539)]"
580,"[Row(recipe_id_index=5930, rating=4.743040084838867), Row(recipe_id_index=3752, rating=4.490699291229248), Row(recipe_id_index=9168, rating=4.139156341552734), Row(recipe_id_index=2063, rating=3.347100257873535), Row(recipe_id_index=2248, rating=3.347100257873535), Row(recipe_id_index=3774, rating=3.242396354675293), Row(recipe_id_index=1271, rating=3.1846237182617188), Row(recipe_id_index=6349, rating=3.175950050354004), Row(recipe_id_index=6052, rating=3.1484534740448), Row(recipe_id_index=6880, rating=3.1484534740448)]"
251,"[Row(recipe_id_index=9168, rating=7.113311290740967), Row(recipe_id_index=5930, rating=7.02187967300415), Row(recipe_id_index=3752, rating=6.56447696685791), Row(recipe_id_index=5164, rating=6.459188461303711), Row(recipe_id_index=4805, rating=6.366180419921875), Row(recipe_id_index=5102, rating=6.22055721282959), Row(recipe_id_index=2063, rating=6.170096397399902), Row(recipe_id_index=2248, rating=6.170096397399902), Row(recipe_id_index=845, rating=6.128247261047363), Row(recipe_id_index=1664, rating=6.114560127258301)]"
451,"[Row(recipe_id_index=5164, rating=5.611982822418213), Row(recipe_id_index=9168, rating=5.5700836181640625), Row(recipe_id_index=4814, rating=5.4172749519348145), Row(recipe_id_index=1733, rating=5.403344631195068), Row(recipe_id_index=10122, rating=5.395115852355957), Row(recipe_id_index=6880, rating=5.349198818206787), Row(recipe_id_index=6052, rating=5.349198818206787), Row(recipe_id_index=2679, rating=5.287594318389893), Row(recipe_id_index=845, rating=5.26467752456665), Row(recipe_id_index=1348, rating=5.25650691986084)]"
85,"[Row(recipe_id_index=9962, rating=5.657832145690918), Row(recipe_id_index=6573, rating=5.621674537658691), Row(recipe_id_index=2679, rating=5.565761089324951), Row(recipe_id_index=4710, rating=5.519649505615234), Row(recipe_id_index=950, rating=5.497167110443115), Row(recipe_id_index=1348, rating=5.453453063964844), Row(recipe_id_index=10122, rating=5.426105976104736), Row(recipe_id_index=2004, rating=5.40406608581543), Row(recipe_id_index=955, rating=5.393924713134766), Row(recipe_id_index=7575, rating=5.331765174865723)]"
1265,"[Row(recipe_id_index=9168, rating=6.054862976074219), Row(recipe_id_index=5930, rating=5.650222301483154), Row(recipe_id_index=6332, rating=5.596508979797363), Row(recipe_id_index=5164, rating=5.53162956237793), Row(recipe_id_index=2248, rating=5.497760772705078), Row(recipe_id_index=2063, rating=5.497760772705078), Row(recipe_id_index=4814, rating=5.3892130851745605), Row(recipe_id_index=5102, rating=5.343921184539795), Row(recipe_id_index=2512, rating=5.3283610343933105), Row(recipe_id_index=3752, rating=5.291377544403076)]"
137,"[Row(recipe_id_index=9168, rating=6.078666687011719), Row(recipe_id_index=5930, rating=6.005546569824219), Row(recipe_id_index=3752, rating=5.626139163970947), Row(recipe_id_index=2248, rating=5.5046586990356445), Row(recipe_id_index=2063, rating=5.5046586990356445), Row(recipe_id_index=5164, rating=5.162663459777832), Row(recipe_id_index=3042, rating=5.130829334259033), Row(recipe_id_index=7575, rating=5.112124919891357), Row(recipe_id_index=3765, rating=5.108656883239746), Row(recipe_id_index=1725, rating=5.052310943603516)]"
808,"[Row(recipe_id_index=9168, rating=5.964922904968262), Row(recipe_id_index=5930, rating=5.6019392013549805), Row(recipe_id_index=3752, rating=5.235781192779541), Row(recipe_id_index=2063, rating=5.116606712341309), Row(recipe_id_index=2248, rating=5.116606712341309), Row(recipe_id_index=1895, rating=5.040258407592773), Row(recipe_id_index=5164, rating=4.949596881866455), Row(recipe_id_index=3621, rating=4.866242408752441), Row(recipe_id_index=1491, rating=4.841984748840332), Row(recipe_id_index=1021, rating=4.8345947265625)]"
883,"[Row(recipe_id_index=4950, rating=5.663196563720703), Row(recipe_id_index=8977, rating=5.548023223876953), Row(recipe_id_index=2026, rating=5.501953125), Row(recipe_id_index=5571, rating=5.466596603393555), Row(recipe_id_index=1313, rating=5.375877857208252), Row(recipe_id_index=2798, rating=5.3643479347229), Row(recipe_id_index=3182, rating=5.263179302215576), Row(recipe_id_index=1767, rating=5.26077938079834), Row(recipe_id_index=1746, rating=5.25096321105957), Row(recipe_id_index=5745, rating=5.240296363830566)]"
1223,"[Row(recipe_id_index=6332, rating=4.817317485809326), Row(recipe_id_index=9168, rating=4.545751571655273), Row(recipe_id_index=5930, rating=4.510528564453125), Row(recipe_id_index=5164, rating=4.217944622039795), Row(recipe_id_index=3752, rating=4.214956283569336), Row(recipe_id_index=4805, rating=4.14058780670166), Row(recipe_id_index=845, rating=4.140146732330322), Row(recipe_id_index=8826, rating=4.130815505981445), Row(recipe_id_index=1892, rating=4.128933906555176), Row(recipe_id_index=9222, rating=4.032347202301025)]"
65,"[Row(recipe_id_index=5930, rating=6.580153465270996), Row(recipe_id_index=9168, rating=6.515188217163086), Row(recipe_id_index=3752, rating=6.196887969970703), Row(recipe_id_index=7575, rating=5.826877593994141), Row(recipe_id_index=2695, rating=5.355879783630371), Row(recipe_id_index=3042, rating=5.312803268432617), Row(recipe_id_index=2106, rating=5.245873928070068), Row(recipe_id_index=1946, rating=5.230893135070801), Row(recipe_id_index=4566, rating=5.209041118621826), Row(recipe_id_index=2861, rating=5.184412956237793)]"
458,"[Row(recipe_id_index=10122, rating=6.663599491119385), Row(recipe_id_index=6332, rating=6.281853199005127), Row(recipe_id_index=9168, rating=6.038140773773193), Row(recipe_id_index=1284, rating=5.922143459320068), Row(recipe_id_index=7575, rating=5.91453742980957), Row(recipe_id_index=5930, rating=5.8303985595703125), Row(recipe_id_index=3121, rating=5.724643230438232), Row(recipe_id_index=1471, rating=5.653861045837402), Row(recipe_id_index=1168, rating=5.607677459716797), Row(recipe_id_index=4805, rating=5.604310035705566)]"
879,"[Row(recipe_id_index=5930, rating=5.135001182556152), Row(recipe_id_index=7575, rating=4.859256267547607), Row(recipe_id_index=3752, rating=4.828639984130859), Row(recipe_id_index=3101, rating=4.749532699584961), Row(recipe_id_index=9168, rating=4.730062484741211), Row(recipe_id_index=3042, rating=4.701519966125488), Row(recipe_id_index=3607, rating=4.691395282745361), Row(recipe_id_index=1725, rating=4.676718235015869), Row(recipe_id_index=3765, rating=4.667544364929199), Row(recipe_id_index=1323, rating=4.6331868171691895)]"
970,"[Row(recipe_id_index=9962, rating=10.928079605102539), Row(recipe_id_index=9783, rating=7.688753604888916), Row(recipe_id_index=3221, rating=7.060818195343018), Row(recipe_id_index=2952, rating=6.808223247528076), Row(recipe_id_index=1641, rating=6.496540546417236), Row(recipe_id_index=7600, rating=6.074958324432373), Row(recipe_id_index=8261, rating=6.071327209472656), Row(recipe_id_index=6833, rating=6.071327209472656), Row(recipe_id_index=4173, rating=6.0172624588012695), Row(recipe_id_index=6318, rating=5.819924354553223)]"
481,"[Row(recipe_id_index=9168, rating=6.224110126495361), Row(recipe_id_index=2248, rating=5.623710632324219), Row(recipe_id_index=2063, rating=5.623710632324219), Row(recipe_id_index=5930, rating=5.274131774902344), Row(recipe_id_index=1606, rating=5.126715660095215), Row(recipe_id_index=4236, rating=5.08221435546875), Row(recipe_id_index=2531, rating=5.0151286125183105), Row(recipe_id_index=1352, rating=4.997915744781494), Row(recipe_id_index=484, rating=4.9727783203125), Row(recipe_id_index=3752, rating=4.951147556304932)]"
53,"[Row(recipe_id_index=9168, rating=6.634871006011963), Row(recipe_id_index=2248, rating=5.972495079040527), Row(recipe_id_index=2063, rating=5.972495079040527), Row(recipe_id_index=5930, rating=5.873924732208252), Row(recipe_id_index=5164, rating=5.693783283233643), Row(recipe_id_index=3042, rating=5.675088882446289), Row(recipe_id_index=1348, rating=5.582775592803955), Row(recipe_id_index=7575, rating=5.557821273803711), Row(recipe_id_index=3752, rating=5.519421100616455), Row(recipe_id_index=2185, rating=5.48465633392334)]"
804,"[Row(recipe_id_index=1412, rating=5.232785701751709), Row(recipe_id_index=1507, rating=5.231241703033447), Row(recipe_id_index=6344, rating=5.099668025970459), Row(recipe_id_index=3249, rating=5.0789794921875), Row(recipe_id_index=2751, rating=5.068540573120117), Row(recipe_id_index=5300, rating=5.048007488250732), Row(recipe_id_index=1997, rating=5.047033786773682), Row(recipe_id_index=1925, rating=5.047033786773682), Row(recipe_id_index=2442, rating=4.982648849487305), Row(recipe_id_index=364, rating=4.972639083862305)]"
255,"[Row(recipe_id_index=9168, rating=6.071939945220947), Row(recipe_id_index=5930, rating=5.758662223815918), Row(recipe_id_index=3752, rating=5.392288684844971), Row(recipe_id_index=7575, rating=5.2960591316223145), Row(recipe_id_index=5164, rating=5.27531099319458), Row(recipe_id_index=6052, rating=5.232736110687256), Row(recipe_id_index=6880, rating=5.232736110687256), Row(recipe_id_index=1348, rating=5.1778693199157715), Row(recipe_id_index=863, rating=5.15360164642334), Row(recipe_id_index=1168, rating=5.150074481964111)]"
1157,"[Row(recipe_id_index=9168, rating=6.176305294036865), Row(recipe_id_index=5164, rating=5.66757345199585), Row(recipe_id_index=2766, rating=5.5421342849731445), Row(recipe_id_index=1876, rating=5.523020267486572), Row(recipe_id_index=1348, rating=5.48698616027832), Row(recipe_id_index=6085, rating=5.4769439697265625), Row(recipe_id_index=5431, rating=5.463764190673828), Row(recipe_id_index=5102, rating=5.406028747558594), Row(recipe_id_index=10122, rating=5.392550468444824), Row(recipe_id_index=2461, rating=5.3797383308410645)]"
588,"[Row(recipe_id_index=9168, rating=6.112314701080322), Row(recipe_id_index=5164, rating=5.630633354187012), Row(recipe_id_index=7575, rating=5.578934192657471), Row(recipe_id_index=1168, rating=5.5397515296936035), Row(recipe_id_index=2679, rating=5.495807647705078), Row(recipe_id_index=2772, rating=5.487807273864746), Row(recipe_id_index=4703, rating=5.477031707763672), Row(recipe_id_index=950, rating=5.470289707183838), Row(recipe_id_index=1610, rating=5.442168235778809), Row(recipe_id_index=1615, rating=5.442168235778809)]"
898,"[Row(recipe_id_index=7575, rating=5.443564414978027), Row(recipe_id_index=9168, rating=5.434576988220215), Row(recipe_id_index=9962, rating=5.378955841064453), Row(recipe_id_index=950, rating=5.163590431213379), Row(recipe_id_index=2924, rating=5.12128210067749), Row(recipe_id_index=3621, rating=5.109549522399902), Row(recipe_id_index=2883, rating=5.094675064086914), Row(recipe_id_index=1348, rating=5.088864326477051), Row(recipe_id_index=1454, rating=5.07860803604126), Row(recipe_id_index=829, rating=5.072658538818359)]"
799,"[Row(recipe_id_index=6332, rating=6.033336162567139), Row(recipe_id_index=10122, rating=5.857272624969482), Row(recipe_id_index=2248, rating=5.316417694091797), Row(recipe_id_index=2063, rating=5.316417694091797), Row(recipe_id_index=3436, rating=5.250612735748291), Row(recipe_id_index=9168, rating=5.113894939422607), Row(recipe_id_index=3121, rating=5.10969877243042), Row(recipe_id_index=8015, rating=5.0709967613220215), Row(recipe_id_index=1964, rating=5.061550140380859), Row(recipe_id_index=1733, rating=5.044101238250732)]"
472,"[Row(recipe_id_index=9168, rating=6.469813346862793), Row(recipe_id_index=5930, rating=5.873971939086914), Row(recipe_id_index=5164, rating=5.7015380859375), Row(recipe_id_index=4814, rating=5.661256313323975), Row(recipe_id_index=1733, rating=5.615274429321289), Row(recipe_id_index=2531, rating=5.560243606567383), Row(recipe_id_index=3752, rating=5.510763168334961), Row(recipe_id_index=6880, rating=5.49025297164917), Row(recipe_id_index=6052, rating=5.49025297164917), Row(recipe_id_index=1348, rating=5.469207763671875)]"
