rating,recipe_id,user_id,user_id_index,recipe_id_index
4,B000KV61FC,A2HYHT45PHNIIG,1063.0,1014.0
5,B0013NUGDE,A2HYHT45PHNIIG,1063.0,70.0
5,B005HGOIQ4,A2HYHT45PHNIIG,1063.0,3062.0
4,B0019RLJV2,A2HYHT45PHNIIG,1063.0,1463.0
4,B0001ES9F8,A2HYHT45PHNIIG,1063.0,1088.0
5,B00451SGWE,A2HYHT45PHNIIG,1063.0,3178.0
5,B002EDISKA,A2HYHT45PHNIIG,1063.0,4225.0
4,B000KV7ZGQ,A2HYHT45PHNIIG,1063.0,1069.0
4,B000FMZO8G,A2HYHT45PHNIIG,1063.0,750.0
5,B000VK8AVK,A2HYHT45PHNIIG,1063.0,67.0
4,B000H27NU6,A2HYHT45PHNIIG,1063.0,1045.0
5,B001RVFEP2,A2HYHT45PHNIIG,1063.0,73.0
5,B0026KNQSA,A2HYHT45PHNIIG,1063.0,71.0
4,B000FMZO90,A2HYHT45PHNIIG,1063.0,822.0
5,B007M832YY,A2HYHT45PHNIIG,1063.0,74.0
5,B004078WRW,A2HYHT45PHNIIG,1063.0,4033.0
5,B003YZ3MN0,A2HYHT45PHNIIG,1063.0,6535.0
5,B000G82L5I,A2HYHT45PHNIIG,1063.0,5167.0
5,B001RVFERK,A2HYHT45PHNIIG,1063.0,72.0
4,B00411W2O6,A2HYHT45PHNIIG,1063.0,8986.0
5,B002DHOTOQ,A2HYHT45PHNIIG,1063.0,6335.0
5,B006HYLW32,A2HYHT45PHNIIG,1063.0,80.0
5,B000G6RYNE,A2OAYIM13WIXCH,486.0,103.0
5,B0058AMY74,A2OAYIM13WIXCH,486.0,84.0
5,B0012XBD7I,A2OAYIM13WIXCH,486.0,90.0
5,B000G6MBUA,A2OAYIM13WIXCH,486.0,109.0
5,B001BM3C0Q,A2OAYIM13WIXCH,486.0,234.0
5,B00472I5A4,A2OAYIM13WIXCH,486.0,88.0
5,B000EQYW0E,A2OAYIM13WIXCH,486.0,227.0
5,B000LKXBL4,A2OAYIM13WIXCH,486.0,83.0
5,B003KLT05C,A2OAYIM13WIXCH,486.0,2116.0
5,B000EQT9MK,A2OAYIM13WIXCH,486.0,222.0
5,B000EQT574,A2OAYIM13WIXCH,486.0,248.0
5,B0058AMY10,A2OAYIM13WIXCH,486.0,94.0
5,B000EQT4MA,A2OAYIM13WIXCH,486.0,249.0
5,B001BLXRPC,A2OAYIM13WIXCH,486.0,224.0
5,B001BM01BE,A2OAYIM13WIXCH,486.0,236.0
5,B000EQYQBO,A2OAYIM13WIXCH,486.0,237.0
5,B0058AMYTC,A2OAYIM13WIXCH,486.0,99.0
5,B0032B0BD0,A2OAYIM13WIXCH,486.0,221.0
5,B001BM3C4M,A2OAYIM13WIXCH,486.0,231.0
5,B000EQVAFY,A2OAYIM13WIXCH,486.0,229.0
5,B001BM4NAE,A2OAYIM13WIXCH,486.0,232.0
2,B001E5E074,A2OAYIM13WIXCH,486.0,776.0
5,B000LKVD5U,A2OAYIM13WIXCH,486.0,95.0
4,B000P4Y8G8,A2OAYIM13WIXCH,486.0,5332.0
2,B008ATDIDE,A2OAYIM13WIXCH,486.0,819.0
5,B000BWRM8K,A2OAYIM13WIXCH,486.0,10188.0
5,B006WYSFZK,A2OAYIM13WIXCH,486.0,92.0
5,B001BM4RC8,A2OAYIM13WIXCH,486.0,235.0
5,B004728MI4,A2OAYIM13WIXCH,486.0,91.0
5,B001SAXPEO,A2OAYIM13WIXCH,486.0,89.0
5,B000EQX57K,A2OAYIM13WIXCH,486.0,259.0
5,B003ANFMY8,A3W2NI4XLYQWS7,1226.0,298.0
5,B003WK0D8O,A3W2NI4XLYQWS7,1226.0,253.0
5,B0002MLA5K,A3W2NI4XLYQWS7,1226.0,277.0
5,B001HX59QO,A3W2NI4XLYQWS7,1226.0,5119.0
5,B003MA8P02,A3W2NI4XLYQWS7,1226.0,275.0
5,B006N3HYDE,A3W2NI4XLYQWS7,1226.0,5149.0
5,B0089X2PM6,A3W2NI4XLYQWS7,1226.0,3248.0
5,B000QSN7P6,A3W2NI4XLYQWS7,1226.0,261.0
5,B001D0IZ80,A3W2NI4XLYQWS7,1226.0,3309.0
5,B003MW7858,A3W2NI4XLYQWS7,1226.0,273.0
5,B001VIY8BW,A3W2NI4XLYQWS7,1226.0,271.0
5,B000084DWM,A3W2NI4XLYQWS7,1226.0,268.0
5,B001VIYCK4,A3W2NI4XLYQWS7,1226.0,272.0
5,B003BJOORW,A3W2NI4XLYQWS7,1226.0,281.0
5,B003MWBFMK,A3W2NI4XLYQWS7,1226.0,274.0
5,B003MWBFXY,A3W2NI4XLYQWS7,1226.0,285.0
5,B0006345PW,A3W2NI4XLYQWS7,1226.0,265.0
5,B009GHI5Q4,A3W2NI4XLYQWS7,1226.0,280.0
3,B00395574M,A3W2NI4XLYQWS7,1226.0,5238.0
5,B009B87SAC,A3W2NI4XLYQWS7,1226.0,278.0
5,B000H227BG,AJCK6OKNWGIYG,122.0,3571.0
5,B001KVPC0G,AJCK6OKNWGIYG,122.0,1207.0
5,B003VZCZ0O,AJCK6OKNWGIYG,122.0,3236.0
3,B003TIVBBC,AJCK6OKNWGIYG,122.0,3294.0
3,B000JFGHHQ,AJCK6OKNWGIYG,122.0,3798.0
5,B004HONIMC,AJCK6OKNWGIYG,122.0,1278.0
5,B003ZXAN4C,AJCK6OKNWGIYG,122.0,2029.0
5,B0012XBCZQ,AJCK6OKNWGIYG,122.0,477.0
3,B003TIWS4G,AJCK6OKNWGIYG,122.0,4985.0
5,B0014WYXQK,AJCK6OKNWGIYG,122.0,633.0
5,B00438XVGU,AJCK6OKNWGIYG,122.0,534.0
4,B0014WYXYW,AJCK6OKNWGIYG,122.0,887.0
5,B004LL97EO,AJCK6OKNWGIYG,122.0,468.0
5,B003Q4V6U0,AJCK6OKNWGIYG,122.0,5251.0
5,B0014WYXTC,AJCK6OKNWGIYG,122.0,849.0
4,B001B3JAL0,AJCK6OKNWGIYG,122.0,1280.0
5,B000Q5X876,AJCK6OKNWGIYG,122.0,295.0
5,B003P00O3K,AJCK6OKNWGIYG,122.0,6868.0
5,B004TES39I,AJCK6OKNWGIYG,122.0,457.0
5,B0014X5O1C,AJCK6OKNWGIYG,122.0,497.0
4,B001E6GLPW,AJCK6OKNWGIYG,122.0,1544.0
5,B0011VUBU6,AJCK6OKNWGIYG,122.0,7300.0
5,B000F70R9C,AJCK6OKNWGIYG,122.0,6380.0
5,B001PICX42,AJCK6OKNWGIYG,122.0,973.0
5,B001M0AJX0,AJCK6OKNWGIYG,122.0,3521.0
5,B000LKZ3GA,AJCK6OKNWGIYG,122.0,1067.0
5,B003Z6ZGZK,AJCK6OKNWGIYG,122.0,656.0
5,B0012XBDH8,AJCK6OKNWGIYG,122.0,485.0
4,B001M0A6C4,AJCK6OKNWGIYG,122.0,722.0
5,B003Z6W32E,AJCK6OKNWGIYG,122.0,650.0
5,B001NC8HS6,AJCK6OKNWGIYG,122.0,2896.0
5,B003DNL9QK,AJCK6OKNWGIYG,122.0,3422.0
5,B000LKVB6Q,AJCK6OKNWGIYG,122.0,1576.0
5,B001EO5R40,AJCK6OKNWGIYG,122.0,3733.0
5,B004HOQDK6,AJCK6OKNWGIYG,122.0,1268.0
5,B000F9XBGG,AJCK6OKNWGIYG,122.0,3211.0
5,B00451WLYI,AJCK6OKNWGIYG,122.0,645.0
4,B008BLFFAK,AJCK6OKNWGIYG,122.0,816.0
5,B000Q611U6,AJCK6OKNWGIYG,122.0,303.0
5,B002LV6LKY,AJCK6OKNWGIYG,122.0,6744.0
3,B002HFPW6I,AJCK6OKNWGIYG,122.0,1407.0
5,B000ZSX4D2,AJCK6OKNWGIYG,122.0,1330.0
5,B001M09BS4,AJCK6OKNWGIYG,122.0,7183.0
5,B001E6EK3W,AJCK6OKNWGIYG,122.0,3234.0
5,B004HOLDH4,AJCK6OKNWGIYG,122.0,1273.0
5,B0015MY6PC,AJCK6OKNWGIYG,122.0,296.0
5,B002FX2HX8,AJCK6OKNWGIYG,122.0,2583.0
5,B000HDK0D2,AJCK6OKNWGIYG,122.0,564.0
5,B001E52WME,AJCK6OKNWGIYG,122.0,3228.0
5,B000HDK0DC,AJCK6OKNWGIYG,122.0,648.0
5,B007XSZWAK,AJCK6OKNWGIYG,122.0,1749.0
5,B000Q5X8DK,AJCK6OKNWGIYG,122.0,299.0
5,B000LKTVCC,AJCK6OKNWGIYG,122.0,491.0
3,B0036QD9VC,AJCK6OKNWGIYG,122.0,1668.0
5,B001KVPC8I,AJCK6OKNWGIYG,122.0,1631.0
4,B003VZ7W52,AJCK6OKNWGIYG,122.0,921.0
5,B000G6Q4FI,AJCK6OKNWGIYG,122.0,456.0
5,B0078Y6OX8,A295LM2GOYD2SX,1374.0,408.0
5,B00817GPWQ,A295LM2GOYD2SX,1374.0,451.0
5,B005K4Q37A,A295LM2GOYD2SX,1374.0,425.0
5,B005K4Q37A,A295LM2GOYD2SX,1374.0,425.0
5,B005K4Q37A,A295LM2GOYD2SX,1374.0,425.0
5,B0078Y6CN0,A295LM2GOYD2SX,1374.0,428.0
5,B0033HPPIY,A295LM2GOYD2SX,1374.0,3346.0
5,B0039556K2,A295LM2GOYD2SX,1374.0,441.0
5,B008GRIB0A,A295LM2GOYD2SX,1374.0,465.0
5,B00395DVQS,A295LM2GOYD2SX,1374.0,422.0
5,B005K4Q4LK,A295LM2GOYD2SX,1374.0,463.0
5,B005K4Q4LK,A295LM2GOYD2SX,1374.0,463.0
5,B005K4Q4LK,A295LM2GOYD2SX,1374.0,463.0
5,B005K4Q1YA,A295LM2GOYD2SX,1374.0,452.0
5,B005K4Q1YA,A295LM2GOYD2SX,1374.0,452.0
5,B005K4Q1YA,A295LM2GOYD2SX,1374.0,452.0
5,B005K4Q34S,A295LM2GOYD2SX,1374.0,454.0
5,B005K4Q34S,A295LM2GOYD2SX,1374.0,454.0
5,B005K4Q34S,A295LM2GOYD2SX,1374.0,454.0
5,B004ZIER34,A2MMDKNIM4ONRT,1115.0,55.0
4,B007RTR8AC,A2MMDKNIM4ONRT,1115.0,325.0
3,B004MO6NI8,A2MMDKNIM4ONRT,1115.0,113.0
5,B005VOONKI,A2MMDKNIM4ONRT,1115.0,14.0
5,B005VOOM2W,A2MMDKNIM4ONRT,1115.0,15.0
5,B005VOONLW,A2MMDKNIM4ONRT,1115.0,5.0
5,B005VOOKS8,A2MMDKNIM4ONRT,1115.0,18.0
1,B000Q5X876,A2MMDKNIM4ONRT,1115.0,295.0
5,B004T3QMD8,A2MMDKNIM4ONRT,1115.0,146.0
5,B005VOONI0,A2MMDKNIM4ONRT,1115.0,17.0
5,B005VOOM5E,A2MMDKNIM4ONRT,1115.0,8.0
1,B000Q611U6,A2MMDKNIM4ONRT,1115.0,303.0
5,B005VOOLXM,A2MMDKNIM4ONRT,1115.0,11.0
3,B005A1LGIY,A2MMDKNIM4ONRT,1115.0,121.0
5,B005VOONM6,A2MMDKNIM4ONRT,1115.0,16.0
3,B004E4HUMY,A2MMDKNIM4ONRT,1115.0,66.0
1,B0015MY6PC,A2MMDKNIM4ONRT,1115.0,296.0
5,B005VOOL00,A2MMDKNIM4ONRT,1115.0,13.0
2,B006BXV176,A2MMDKNIM4ONRT,1115.0,219.0
5,B001EO5RSQ,A2MMDKNIM4ONRT,1115.0,2749.0
5,B0061IUIDY,A2MMDKNIM4ONRT,1115.0,48.0
1,B000Q5X8DK,A2MMDKNIM4ONRT,1115.0,299.0
5,B0001FQVCA,A2NOW4U7W3F7RI,329.0,1874.0
5,B007ZI1ZRC,A2NOW4U7W3F7RI,329.0,8116.0
5,B004LL7GHO,A2NOW4U7W3F7RI,329.0,2998.0
5,B0013NUGDE,A2NOW4U7W3F7RI,329.0,70.0
5,B007M83302,A2NOW4U7W3F7RI,329.0,76.0
5,B0001217BS,A2NOW4U7W3F7RI,329.0,3721.0
5,B006W5WDS4,A2NOW4U7W3F7RI,329.0,726.0
5,B006W5WDS4,A2NOW4U7W3F7RI,329.0,726.0
2,B001E5E060,A2NOW4U7W3F7RI,329.0,755.0
5,B000ZSZ5RK,A2NOW4U7W3F7RI,329.0,8062.0
5,B002UT5H3E,A2NOW4U7W3F7RI,329.0,2981.0
5,B000K8T3OQ,A2NOW4U7W3F7RI,329.0,6863.0
3,B000UUWECC,A2NOW4U7W3F7RI,329.0,488.0
5,B001QTRG6U,A2NOW4U7W3F7RI,329.0,8585.0
5,B000FF3V06,A2NOW4U7W3F7RI,329.0,9378.0
5,B000VK8AVK,A2NOW4U7W3F7RI,329.0,67.0
5,B000KNB0OW,A2NOW4U7W3F7RI,329.0,716.0
5,B0046GZM8O,A2NOW4U7W3F7RI,329.0,1518.0
5,B0026KNQSA,A2NOW4U7W3F7RI,329.0,71.0
5,B007M832YY,A2NOW4U7W3F7RI,329.0,74.0
5,B001E6KBJ4,A2NOW4U7W3F7RI,329.0,745.0
5,B001E6KBJ4,A2NOW4U7W3F7RI,329.0,745.0
3,B0028UC5JY,A2NOW4U7W3F7RI,329.0,6514.0
5,B008BLFFAK,A2NOW4U7W3F7RI,329.0,816.0
5,B0036FB6FY,A2NOW4U7W3F7RI,329.0,2851.0
3,B00333ADXK,A2NOW4U7W3F7RI,329.0,5277.0
5,B000KGW2BY,A2NOW4U7W3F7RI,329.0,1233.0
5,B0026KPDG8,A2NOW4U7W3F7RI,329.0,79.0
5,B000FFLTDM,A2NOW4U7W3F7RI,329.0,2278.0
5,B000LRH6DQ,A2NOW4U7W3F7RI,329.0,3160.0
5,B001RVFERK,A2NOW4U7W3F7RI,329.0,72.0
5,B000JSSNW0,A2NOW4U7W3F7RI,329.0,6316.0
5,B000W283DC,A2NOW4U7W3F7RI,329.0,2157.0
5,B001EQ56EO,A2NOW4U7W3F7RI,329.0,9687.0
5,B006HYLW32,A2NOW4U7W3F7RI,329.0,80.0
3,B004BRCF60,A2NOW4U7W3F7RI,329.0,7375.0
5,B003VZ7W52,A2NOW4U7W3F7RI,329.0,921.0
5,B000FNEX50,AO0HPTFIKQE9B,406.0,893.0
5,B001EQ5LT4,AO0HPTFIKQE9B,406.0,6366.0
5,B001DWEF8W,AO0HPTFIKQE9B,406.0,4004.0
4,B000FNB3AI,AO0HPTFIKQE9B,406.0,1503.0
5,B000FNB3AI,AO0HPTFIKQE9B,406.0,1503.0
5,B0015YHFU8,AO0HPTFIKQE9B,406.0,843.0
5,B007JTKEQK,AO0HPTFIKQE9B,406.0,6122.0
5,B000ES5GLG,AO0HPTFIKQE9B,406.0,8074.0
5,B000FNCVR2,AO0HPTFIKQE9B,406.0,766.0
5,B000FAIRCI,AO0HPTFIKQE9B,406.0,2363.0
4,B0037QGKSK,AO0HPTFIKQE9B,406.0,260.0
5,B000ES3LO0,AO0HPTFIKQE9B,406.0,9713.0
5,B000FAMUVM,AO0HPTFIKQE9B,406.0,2094.0
4,B000Q5X876,AO0HPTFIKQE9B,406.0,295.0
4,B000FNH1C2,AO0HPTFIKQE9B,406.0,1496.0
5,B002Z04ZNQ,AO0HPTFIKQE9B,406.0,1403.0
5,B001EO68NE,AO0HPTFIKQE9B,406.0,2321.0
5,B004BKLHOS,AO0HPTFIKQE9B,406.0,65.0
5,B001FA1IUK,AO0HPTFIKQE9B,406.0,9235.0
5,B0015YJD1C,AO0HPTFIKQE9B,406.0,864.0
4,B000FNEX8C,AO0HPTFIKQE9B,406.0,1737.0
5,B000FNEX8C,AO0HPTFIKQE9B,406.0,1737.0
5,B000FNH3KW,AO0HPTFIKQE9B,406.0,840.0
5,B000FNEZGM,AO0HPTFIKQE9B,406.0,870.0
5,B000FNEZG2,AO0HPTFIKQE9B,406.0,877.0
4,B000Q611U6,AO0HPTFIKQE9B,406.0,303.0
5,B001H9N3BG,AO0HPTFIKQE9B,406.0,5280.0
5,B001H9N3BG,AO0HPTFIKQE9B,406.0,5280.0
4,B0015MY6PC,AO0HPTFIKQE9B,406.0,296.0
5,B001FA1IVE,AO0HPTFIKQE9B,406.0,8395.0
5,B000FAKUW8,AO0HPTFIKQE9B,406.0,9511.0
5,B000HRZX6C,AO0HPTFIKQE9B,406.0,9244.0
4,B000Q5X8DK,AO0HPTFIKQE9B,406.0,299.0
5,B001ELL8NC,AO0HPTFIKQE9B,406.0,8703.0
5,B004YV80O4,AYWHCM0TJ4737,1522.0,77.0
5,B004YV80OE,AYWHCM0TJ4737,1522.0,52.0
5,B004FELBH8,AYWHCM0TJ4737,1522.0,143.0
5,B005VOONKI,AYWHCM0TJ4737,1522.0,14.0
5,B0041CIR62,AYWHCM0TJ4737,1522.0,144.0
5,B005VOOM2W,AYWHCM0TJ4737,1522.0,15.0
5,B005VOONLW,AYWHCM0TJ4737,1522.0,5.0
5,B005VOOKS8,AYWHCM0TJ4737,1522.0,18.0
5,B004U49QU2,AYWHCM0TJ4737,1522.0,75.0
5,B004U43ZO0,AYWHCM0TJ4737,1522.0,129.0
5,B004TPKAN4,AYWHCM0TJ4737,1522.0,126.0
5,B005VOONI0,AYWHCM0TJ4737,1522.0,17.0
4,B004JRO1S2,AYWHCM0TJ4737,1522.0,127.0
5,B005VOOM5E,AYWHCM0TJ4737,1522.0,8.0
5,B005VOOLXM,AYWHCM0TJ4737,1522.0,11.0
5,B005VOONGM,AYWHCM0TJ4737,1522.0,6.0
5,B005VOONM6,AYWHCM0TJ4737,1522.0,16.0
5,B005VOOL00,AYWHCM0TJ4737,1522.0,13.0
4,B004ZIER34,A2NML53YCHS80S,513.0,55.0
5,B006J4MAIQ,A2NML53YCHS80S,513.0,107.0
2,B002LANN56,A2NML53YCHS80S,513.0,4.0
5,B005QRPH78,A2NML53YCHS80S,513.0,397.0
5,B005QRPHPU,A2NML53YCHS80S,513.0,342.0
4,B004R8FKO2,A2NML53YCHS80S,513.0,579.0
2,B005VOONKI,A2NML53YCHS80S,513.0,14.0
2,B005VOOM4A,A2NML53YCHS80S,513.0,19.0
4,B004OVATO8,A2NML53YCHS80S,513.0,476.0
2,B005VOOM2W,A2NML53YCHS80S,513.0,15.0
2,B005VOONLW,A2NML53YCHS80S,513.0,5.0
2,B005VOOKS8,A2NML53YCHS80S,513.0,18.0
4,B008RWUKXK,A2NML53YCHS80S,513.0,87.0
4,B005IW4WFY,A2NML53YCHS80S,513.0,98.0
5,B0034EDMCW,A2NML53YCHS80S,513.0,322.0
5,B004TPKAN4,A2NML53YCHS80S,513.0,126.0
5,B0040K41MY,A2NML53YCHS80S,513.0,139.0
2,B005VOONI0,A2NML53YCHS80S,513.0,17.0
5,B006J4MAUE,A2NML53YCHS80S,513.0,93.0
5,B005QRPHSW,A2NML53YCHS80S,513.0,363.0
4,B008RWUHA6,A2NML53YCHS80S,513.0,85.0
5,B0061IULW2,A2NML53YCHS80S,513.0,197.0
2,B005VOOM5E,A2NML53YCHS80S,513.0,8.0
2,B005VOONGM,A2NML53YCHS80S,513.0,6.0
5,B0034EDMLI,A2NML53YCHS80S,513.0,309.0
2,B005VOONM6,A2NML53YCHS80S,513.0,16.0
5,B0034EDM2W,A2NML53YCHS80S,513.0,320.0
2,B005VOOL00,A2NML53YCHS80S,513.0,13.0
4,B007JFXWRC,A2NML53YCHS80S,513.0,145.0
5,B0034EFIYC,A2NML53YCHS80S,513.0,318.0
5,B007RTR8AM,A3T0EJIUQDEWNI,1323.0,300.0
5,B007RTR89S,A3T0EJIUQDEWNI,1323.0,374.0
4,B005VOONKI,A3T0EJIUQDEWNI,1323.0,14.0
4,B005VOOM4A,A3T0EJIUQDEWNI,1323.0,19.0
4,B005VOOM2W,A3T0EJIUQDEWNI,1323.0,15.0
4,B005VOOKS8,A3T0EJIUQDEWNI,1323.0,18.0
5,B008EG5ADY,A3T0EJIUQDEWNI,1323.0,257.0
4,B006BXV130,A3T0EJIUQDEWNI,1323.0,206.0
1,B004DOXI9O,A3T0EJIUQDEWNI,1323.0,443.0
4,B005VOONI0,A3T0EJIUQDEWNI,1323.0,17.0
1,B007RTR9DS,A3T0EJIUQDEWNI,1323.0,124.0
5,B005OVPK9G,A3T0EJIUQDEWNI,1323.0,254.0
4,B005VOOM5E,A3T0EJIUQDEWNI,1323.0,8.0
5,B007RTR8UW,A3T0EJIUQDEWNI,1323.0,205.0
4,B002IEVJRY,A3T0EJIUQDEWNI,1323.0,3.0
4,B005VOOLXM,A3T0EJIUQDEWNI,1323.0,11.0
4,B005VOONGM,A3T0EJIUQDEWNI,1323.0,6.0
4,B005VOONM6,A3T0EJIUQDEWNI,1323.0,16.0
5,B004E4HUMY,A3T0EJIUQDEWNI,1323.0,66.0
4,B0018DQFPC,A36MP37DITBU6F,30.0,4137.0
5,B000G7UDPY,A36MP37DITBU6F,30.0,3441.0
2,B000O3HWN6,A36MP37DITBU6F,30.0,8828.0
5,B001O2DE1U,A36MP37DITBU6F,30.0,5995.0
5,B000FFPXBG,A36MP37DITBU6F,30.0,2582.0
5,B000WHPNI0,A36MP37DITBU6F,30.0,1792.0
2,B0041NYV8E,A36MP37DITBU6F,30.0,1.0
5,B000EXWL8M,A36MP37DITBU6F,30.0,2046.0
5,B001EO5YXO,A36MP37DITBU6F,30.0,8173.0
5,B000EUICU6,A36MP37DITBU6F,30.0,9065.0
5,B002QTWTA2,A36MP37DITBU6F,30.0,9432.0
1,B002IEZJMA,A36MP37DITBU6F,30.0,0.0
5,B001BM4NWM,A36MP37DITBU6F,30.0,8340.0
5,B001BM3C0Q,A36MP37DITBU6F,30.0,234.0
5,B0031UBVX6,A36MP37DITBU6F,30.0,707.0
5,B001BOE3SY,A36MP37DITBU6F,30.0,3915.0
4,B005CUU25G,A36MP37DITBU6F,30.0,115.0
4,B008O3G25W,A36MP37DITBU6F,30.0,97.0
2,B002LANN56,A36MP37DITBU6F,30.0,4.0
5,B001E5E470,A36MP37DITBU6F,30.0,8114.0
5,B0015YHFU8,A36MP37DITBU6F,30.0,843.0
5,B0015YHFU8,A36MP37DITBU6F,30.0,843.0
5,B000EQYW0E,A36MP37DITBU6F,30.0,227.0
5,B001E5E4C0,A36MP37DITBU6F,30.0,8398.0
5,B005EF0HRM,A36MP37DITBU6F,30.0,3848.0
5,B001E5E06U,A36MP37DITBU6F,30.0,1650.0
5,B001EO5ZCY,A36MP37DITBU6F,30.0,8555.0
5,B000HDMV3E,A36MP37DITBU6F,30.0,952.0
5,B000HDMV3E,A36MP37DITBU6F,30.0,952.0
2,B000F4EU3E,A36MP37DITBU6F,30.0,2398.0
4,B008O3G2K2,A36MP37DITBU6F,30.0,101.0
5,B002BB2E5U,A36MP37DITBU6F,30.0,8338.0
5,B001EO5ZD8,A36MP37DITBU6F,30.0,5659.0
5,B000LKXFTC,A36MP37DITBU6F,30.0,1465.0
4,B005CUU23S,A36MP37DITBU6F,30.0,100.0
5,B002MUYM3C,A36MP37DITBU6F,30.0,7401.0
5,B005A1KXKG,A36MP37DITBU6F,30.0,7636.0
5,B000EQT9MK,A36MP37DITBU6F,30.0,222.0
5,B001HTGAQQ,A36MP37DITBU6F,30.0,1319.0
4,B004E4CCSQ,A36MP37DITBU6F,30.0,51.0
5,B000EQT574,A36MP37DITBU6F,30.0,248.0
4,B000LKWVGU,A36MP37DITBU6F,30.0,4498.0
4,B0018CCQWO,A36MP37DITBU6F,30.0,4723.0
5,B002QTWTFW,A36MP37DITBU6F,30.0,4824.0
5,B001VJ0B0I,A36MP37DITBU6F,30.0,12.0
5,B0040J1OCA,A36MP37DITBU6F,30.0,1254.0
5,B001MVDGIY,A36MP37DITBU6F,30.0,10133.0
5,B001MUBY66,A36MP37DITBU6F,30.0,5179.0
5,B0012C0X3O,A36MP37DITBU6F,30.0,3224.0
5,B001BLXRPC,A36MP37DITBU6F,30.0,224.0
4,B007RTR9DS,A36MP37DITBU6F,30.0,124.0
5,B0051COPH6,A36MP37DITBU6F,30.0,47.0
5,B005HG9ESG,A36MP37DITBU6F,30.0,7.0
5,B00155Z6V2,A36MP37DITBU6F,30.0,6982.0
5,B000ILILM0,A36MP37DITBU6F,30.0,544.0
5,B001BM4N72,A36MP37DITBU6F,30.0,5009.0
5,B001BM01BE,A36MP37DITBU6F,30.0,236.0
5,B000EQYQBO,A36MP37DITBU6F,30.0,237.0
5,B000ILILLQ,A36MP37DITBU6F,30.0,558.0
